Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
3380,16622312,"Malak Reda","2026-08-03 09:02:41",861.4,2,malak457
3381,16758889,bomboclat,"2026-08-30 08:52:08",860.6,2,sstprk
3382,16663273,"Mason Frias","2026-08-06 22:57:08",860.5,2,masonfrias
3383,16660318,"Aiman Al-Shalfi","2026-08-05 11:59:43",860.1,2,aimanalshalfi
3384,16726617,"Chase Lebarv","2026-08-19 01:07:58",859.8,2,chaselebarv
3385,16763865,SydneyC666,"2026-08-26 08:50:40",859.6,2,sydneyc666
3386,16623373,VM,"2026-09-02 06:43:27",859.0,2,vladmazeev
3387,16630111,jannchie,"2026-08-04 19:09:17",858.9,2,jannchie
3388,16768239,Oshbocker,"2026-08-29 21:37:25",858.4,2,oshbocker
3389,16663200,"TUSHAR KUMAR 23321032","2026-08-31 06:05:00",858.2,2,tusharkumar23321032
3390,16623732,A.S.TENSHU,"2026-08-17 16:25:35",858.0,2,kirvk013
3391,16655603,"Veeranuch Leelalai","2026-08-11 12:55:29",858.0,2,veeranuchleelalai
3392,16639473,"Jeff Borschowa","2026-08-02 00:39:11",857.4,2,jeffborschowa
3393,16623298,Mikhail_Komkin,"2026-08-02 20:14:28",857.0,2,mikhailkomkin
3394,16668633,peien5,"2026-08-06 14:44:47",856.6,2,peien5
3395,16655187,cmxu,"2026-08-05 05:31:07",856.0,2,cmxu77
3396,16699091,Umkaaa,"2026-08-11 08:35:05",856.0,2,umkaaa
3397,16635680,starclan,"2026-08-14 17:50:55",855.4,2,starclan
3398,16665293,"ADITYA BEECHA","2026-08-10 05:16:38",855.3,2,bechaaditya
3399,16632571,"nishchal jain","2026-08-03 07:27:14",855.2,2,nishchaljainds
3400,16697266,"Top 1 🏆","2026-09-02 09:22:18",855.0,2,"fahankaudeer,solirus,syntaxprnv,udhaykumarsujeebun"
3401,16632686,strike,"2026-08-06 06:21:38",853.9,2,nicolia
3402,16651180,yangyefd,"2026-08-03 08:42:57",853.7,1,yangyefd
3403,16670527,"Balram Gupta","2026-09-03 04:18:20",853.4,2,"akankshaparab,bg28898"
3404,16639471,CaminoLSY,"2026-08-05 01:22:09",853.3,2,lsy37521
3405,16664246,"Sida Zuo","2026-08-25 01:21:54",853.3,2,sidazuo
3406,16721639,"Ankit Sain","2026-08-25 01:14:02",853.2,2,thisankitsain
3407,16698596,ymok,"2026-08-11 11:54:02",853.0,1,iromao
3408,16778640,Kilupy,"2026-09-03 00:07:28",853.0,2,kilupy
3409,16641309,klog,"2026-08-20 12:42:08",852.8,1,mhrzmmhrzm
3410,16700265,Reesav,"2026-08-10 14:15:06",852.0,2,reez08
3411,16677577,"Harsha Vardhan Konisa","2026-08-31 17:02:44",850.9,2,harshavardhankonisa
3412,16657553,graceyunliu,"2026-09-03 02:20:20",850.8,2,graceyunliu
3413,16730015,suzu10,"2026-09-01 01:29:55",850.4,2,suzu10
3414,16709136,ryanocm,"2026-08-13 15:08:49",849.1,2,ryanong
3415,16637489,"Gopal Krishna Gundumalla","2026-08-02 12:39:17",849.0,2,gopalkrishnag
3416,16805598,"I'm just trying out here QQ","2026-09-02 22:31:17",849.0,2,zadatt
3417,16775030,makishis,"2026-09-03 04:11:11",848.5,2,makishis
3418,16712577,"nattapon nakakong","2026-09-03 03:22:49",848.3,2,nattaponnakakhong
3419,16644185,"Mimic Mohsin","2026-08-02 18:38:46",848.2,1,mimicmohsin
3420,16688884,"As Wasti","2026-08-14 01:34:26",848.1,2,aswasti
3421,16753850,"Ahmad Ali","2026-08-27 17:08:14",847.8,2,ahmadali1243534
3422,16669227,"Tom Dufresne","2026-08-07 11:17:39",847.8,2,tadufre
3423,16749009,Pavel,"2026-09-01 19:19:03",846.0,2,pavelsavchenkov
3424,16638551,SC,"2026-08-30 22:31:27",845.7,2,ryosketchbook2007
3425,16770972,"Victoria Makarskaia","2026-08-27 12:28:53",845.7,2,victoriamakarskaia
3426,16713771,bndang,"2026-09-02 20:34:18",845.7,2,bndang
3427,16672264,iiTz_AK,"2026-08-15 12:18:44",845.3,2,iitzak
3428,16806635,digimagi,"2026-09-02 05:47:57",845.2,1,digimagi
3429,16784516,pejipej,"2026-08-30 15:37:48",844.6,2,pejmaneghbali
3430,16696208,"kazwzn S","2026-08-21 10:16:12",844.1,2,kazwzns
3431,16730199,kawanot,"2026-08-24 09:15:18",843.2,2,kawano
3432,16658048,"Joel jaison 391","2026-08-05 02:31:57",842.4,2,joeljaison391
3433,16632536,"Aleksander Sachuk","2026-08-02 21:33:27",842.3,2,alexsssachuk
3434,16667058,"Lê Quốc Duy","2026-08-08 01:03:08",842.3,2,lqucduy
3435,16658487,radozaprazny,"2026-09-02 19:32:16",842.3,2,radozaprazny
3436,16742232,"Prema Ananda","2026-09-02 12:19:41",842.0,2,premaananda108
3437,16678666,"Rudranarayan Pradhan","2026-08-09 12:28:32",842.0,2,itzrnp
3438,16758556,bpbpbpbpb,"2026-09-02 18:18:46",841.7,2,bpbpbpbpb
3439,16675452,Vladislav,"2026-08-12 13:58:35",840.5,2,simmeringoverstep
3440,16667516,Rosastella,"2026-08-05 16:00:48",840.4,2,rosastella
3441,16640877,Yorix.um,"2026-08-02 13:31:28",840.0,1,yorixum
3442,16662633,"Shekhar Suman","2026-08-15 19:17:49",840.0,2,shekharvc
3443,16677752,"Senya Ka","2026-08-08 19:16:00",839.7,2,m1greatcool
3444,16747914,"Token's Expired","2026-08-22 16:25:39",839.2,2,"adeebshekh,akratisingh0101,shaankapoor21"
3445,16661353,mithi,"2026-08-11 20:04:07",838.4,2,singhaleo
3446,16658569,"Danu A.","2026-08-05 13:12:09",837.6,2,eu1234
3447,16732422,"Aizat Kashapov","2026-09-03 01:02:09",837.1,2,liderpartiii
3448,16774787,wpk1122,"2026-08-29 01:54:49",836.6,2,wpk1122
3449,16663515,HamsterSashka,"2026-08-20 14:40:55",836.4,2,hamstersashka
3450,16669466,"vuppuluri sriramsubhash","2026-08-06 08:42:50",836.3,2,vuppulurisriram
3451,16736314,"wuret henr","2026-08-20 09:10:48",836.1,2,wurethenr
3452,16664653,Adir,"2026-08-26 00:49:46",835.9,2,adiradam
3453,16640811,cyberia,"2026-08-02 09:12:23",835.7,1,cyberia
3454,16669632,"Kenneth Alonso","2026-08-31 21:23:44",835.7,2,kennethalonso
3455,16664249,"Rohan Jain","2026-08-17 20:26:14",835.6,2,rohanjain2312
3456,16672035,diet1236364,"2026-08-09 23:37:45",835.5,2,kosuke123
3457,16644882,"SAMOILOV MIKHAIL","2026-08-03 02:10:04",835.4,1,samoilovmikhail
3458,16670365,"Konstantin Alekseev","2026-08-10 10:58:09",834.4,2,alekskst
3459,16674543,"Sujal Agarwal2301","2026-08-09 13:37:43",834.2,2,sujalagarwal2301
3460,16709905,Rospel,"2026-09-02 02:00:45",834.0,2,rospel
3461,16703203,"Hamza Shafik ","2026-08-17 23:48:06",833.8,2,hamzashafik12
3462,16666341,"Ege Güvener","2026-08-15 22:55:16",833.7,2,egegvener
3463,16715255,"xiaocai liu","2026-08-23 05:57:45",833.4,2,xiaocailiu
3464,16668756,"Clark Kitchen","2026-09-02 09:50:00",833.3,2,clarkkitchen
3465,16774682,"Tatsuhito Yoshikawa","2026-09-02 04:31:00",832.8,2,tatsuhitoyoshikawa
3466,16643692,Samsay24,"2026-08-02 17:22:45",832.8,1,samsay23
3467,16622940,"Enrico Ambrosio","2026-08-06 19:56:30",832.3,2,enricoambrosio
3468,16641068,"Rahul Ray","2026-08-05 14:27:07",832.1,2,rahulray5
3469,16623389,"Mominul Islam Hemal","2026-08-02 11:23:03",831.6,2,mominulislamhemal
3470,16639330,"Dead Signal Works","2026-08-02 12:40:32",831.4,2,brooklynhalmstad
3471,16657904,xfhdh1,"2026-09-02 19:43:55",831.1,2,xfhdh1
3472,16656379,"Jay Gautam","2026-08-12 12:19:40",831.1,2,jaygautam007
3473,16668923,"duy tran","2026-08-10 18:38:49",831.1,2,duytran23
3474,16798602,uns.t,"2026-09-03 03:09:06",830.8,2,franksunp
3475,16670842,Cole,"2026-08-15 19:50:43",830.7,2,colechristensen
3476,16652334,"Aldibek [dsmlkz]","2026-08-27 19:33:18",830.3,2,aldibek
3477,16664439,"Tony T","2026-09-02 05:35:36",829.5,2,thekke
3478,16709800,nubx,"2026-08-20 17:12:04",829.5,2,manrajjitsidhu
3479,16634036,"Emanuel Lázaro","2026-08-02 14:55:30",828.8,2,emanuellcs
3480,16732774,edchax,"2026-09-02 08:03:33",828.2,2,edchax
3481,16635127,"Sergey Bryansky","2026-08-26 20:39:37",828.1,2,sggpls
3482,16749251,HawkOsm,"2026-09-03 04:23:15",827.8,2,hawkosm
3483,16661685,"Lê Ngọc Lâm","2026-08-13 15:29:40",827.8,2,lengoclam
3484,16702909,SG4265,"2026-08-13 13:51:05",827.3,2,sg4265
3485,16697205,"Gould Research","2026-08-19 03:18:44",826.6,2,"georgeking1,gouldh,gradybos,shanemullahy"
3486,16626217,"Stanislav Chistyakov","2026-08-05 18:52:47",826.5,2,chistyakov
3487,16666147,"Khalid Bin Hethlain","2026-09-01 22:57:57",826.5,2,khalidbinhethlain
3488,16692350,"Emerson Suarez","2026-08-16 05:09:13",826.3,2,jericksystem32
3489,16663659,"Omer Rehman","2026-09-02 11:05:02",826.0,2,omerrehman97
3490,16639719,JASONSLIMWONG,"2026-08-02 08:11:22",825.6,2,jasonslimwong
3491,16668056,"Quantum Farm","2026-08-25 14:21:19",825.0,2,"anselem7,divineokwueze,nnanyereuzoma"
3492,16759229,"Samuel Kurabachew","2026-08-28 22:17:20",824.9,2,samuelkurabachew
3493,16734321,SubratP85,"2026-08-25 21:03:35",824.6,2,subratp85
3494,16718579,"Nazariy Karpov","2026-08-18 07:28:29",823.9,2,nazariykarpov
3495,16661754,edwinis,"2026-09-01 15:26:00",823.0,2,edwinis
3496,16717414,"Akshit Sivaraman","2026-08-13 14:43:40",822.8,2,akshitsivaraman
3497,16694110,"Team Amboss","2026-09-02 11:54:49",821.8,2,alexphilippi
3498,16717448,getalife();,"2026-09-02 13:48:53",821.6,2,"byteknight28,dhairyapandya24,rounakagrwl"
3499,16635377,het2554,"2026-08-29 18:10:09",821.3,2,crazy2554
3500,16675997,"Rintaro Moriwaki","2026-08-28 13:25:42",821.3,2,rintaromoriwaki
3501,16636105,"Md. Mehedi Hasan","2026-08-01 14:03:03",820.8,2,mehedi052
3502,16659749,"Kavsik YVS","2026-08-22 19:30:45",820.8,2,kavsiku0512
3503,16674447,"Nathan Thor","2026-08-11 15:09:57",820.6,2,devofpie
3504,16692569,"Mark Kirwan","2026-08-26 08:05:16",820.6,2,markkirwan1990
3505,16635177,Zacchaeus,"2026-08-07 07:04:15",820.1,2,zacchaeus
3506,16698281,Neural,"2026-08-27 03:34:11",819.1,2,kevinkoza
3507,16663187,"Teddy McBride","2026-08-07 03:59:53",818.9,2,tedcr100
3508,16658264,XiweiZhou,"2026-08-17 20:12:31",818.7,2,xiweizhou
3509,16668123,B0RN2BL0W0UT,"2026-08-08 19:10:45",818.4,2,kadenmansur
3510,16692954,"Adam Nhan","2026-08-16 19:10:48",818.3,2,asnhan
3511,16623309,zyvren,"2026-09-02 13:47:03",818.2,2,"nusratahmmedmaisha,sharif485"
3512,16652984,hxaxd,"2026-08-05 15:09:49",817.0,2,hxaxdcs
3513,16804757,MAT,"2026-09-03 04:48:13",816.7,2,mehmetanltays
3514,16699080,"Karthikeya Thatipamula","2026-09-03 05:05:48",816.4,2,karthikeya18
3515,16741321,"S. B.","2026-09-03 05:43:39",816.3,2,aughra
3516,16640619,"Sơn Nguyễn","2026-08-28 08:19:19",816.2,2,sonnguyen10
3517,16696267,"yu lesui","2026-08-10 05:41:40",815.9,2,yulesui
3518,16670759,"Lemmes Yad","2026-08-09 04:37:37",815.6,2,"austinsemmel,jonallday"
3519,16669330,"Panagiotis Charalabopoulos","2026-08-26 18:49:46",815.3,2,panagiotischaral
3520,16674532,"shoaib khan","2026-08-08 01:57:11",814.9,2,manifoldinfo
3521,16663933,AnshV1,"2026-08-06 03:03:35",814.8,2,anshv1
3522,16658252,"Krishnan CS","2026-08-20 05:28:14",814.6,2,krishnanchathadi
3523,16758383,"Tong Jing Yen","2026-09-02 12:34:46",814.4,2,tongjingyen
3524,16658173,Tamizharuvi,"2026-09-01 08:15:53",814.2,2,tamizh1
3525,16663444,Thomas,"2026-08-11 04:21:42",814.1,2,tartieret
3526,16762719,"Ahmet Bilginoglu","2026-09-02 20:34:49",814.0,2,ahmetbilginoglu
3527,16637340,the_vinci_coder,"2026-08-03 16:27:16",814.0,2,lokijt
3528,16678044,BJFC,"2026-08-16 09:15:05",813.8,2,"harshithharithsa,svsumanth"
3529,16670424,"Josep Audenis","2026-08-11 17:52:07",813.8,2,josepaudenis
3530,16773966,"Ronel Abraham Mathew","2026-08-26 16:05:26",813.7,2,ronelm
3531,16743074,LumenLiquidity,"2026-09-02 16:18:35",813.6,2,giovannibaldon
3532,16693903,"Alief Randiansyah","2026-08-09 09:37:39",813.5,1,"aliefrandiansyah,salsaaghnia"
3533,16734409,"Yuta Yamazaki","2026-08-31 04:07:38",813.4,2,yamayuu18
3534,16634582,"Tarun Chaudhary","2026-08-12 06:36:33",813.3,2,tarunchdev
3535,16635049,rooklift,"2026-08-16 06:27:36",813.3,2,rooklift
3536,16688868,AlbanMaurel7,"2026-08-14 01:34:07",813.2,2,albanmaurel7
3537,16716089,wuzixiao,"2026-08-31 07:30:48",812.9,2,wuzixiao
3538,16662984,"Mark Schatza","2026-08-25 15:40:39",812.4,2,markschatza
3539,16655062,KKS,"2026-08-08 07:36:03",811.9,2,sachisgod
3540,16758204,kkKaan,"2026-08-24 07:56:58",811.1,2,kkkaan
3541,16707034,"Muhammed Ali Kul","2026-09-02 05:15:41",811.0,2,muhammedalikul
3542,16675661,June_mk,"2026-09-03 01:54:12",810.8,2,jungoto
3543,16634876,MakiMakiAi,"2026-08-02 07:52:40",810.6,2,makimakiai
3544,16677514,mayoristaNLP,"2026-08-09 16:33:23",810.3,2,mayoristanlp
3545,16639973,akky,"2026-08-03 15:39:41",810.1,2,tellxxx
3546,16664103,izack2666,"2026-08-07 14:41:10",810.1,2,izack2666
3547,16711317,"yf D","2026-09-02 15:25:26",809.7,2,dengvitruviano
3548,16654463,Mark,"2026-08-30 09:33:36",808.8,2,robotmf
3549,16759786,"zzx Hee","2026-09-02 06:49:05",808.7,2,zzxhee
3550,16691481,"Aditi Salvi","2026-08-18 15:24:53",808.6,2,aditisalvi04
3551,16688587,yamashu,"2026-08-14 09:55:48",808.1,2,yamashuuu
3552,16715399,"Julia Chien","2026-08-27 02:44:32",807.8,2,juliachien
3553,16661467,sh_sub97,"2026-08-12 15:20:25",807.6,2,shsub97
3554,16799428,hatata,"2026-09-03 05:45:02",807.4,2,hatata3737
3555,16660548,"Viraj Bakshi","2026-08-08 18:50:11",807.3,2,virajbakshi
3556,16657095,"Prashant Kumar","2026-08-20 12:59:11",806.8,2,praskr
3557,16635848,KartoplyanePure,"2026-08-31 20:43:34",806.1,2,"danylotovp,wizardmp"
3558,16665301,EricYang03,"2026-08-13 15:49:11",806.0,2,ericyang03
3559,16671980,601918_กิตติพงศ์,"2026-08-08 08:28:12",805.8,2,bluexg5502
3560,16764301,"Quýt đây đừng sợ","2026-09-03 04:40:33",805.4,2,ponschannel
3561,16667730,"Surya Vijjeswarapu","2026-09-02 16:17:21",804.7,2,suryavijjeswarapu
3562,16760087,Slizzle,"2026-08-30 04:37:40",804.2,2,sloan98
3563,16680290,prospers,"2026-08-12 10:00:34",803.8,2,prospers
3564,16639810,gytdrop,"2026-08-14 12:47:28",803.8,2,"kartikeyrajbhar,shaikaktharali"
3565,16663356,Farm-ops,"2026-08-06 23:27:37",803.4,2,"dakotavannauker,tsho01"
3566,16718039,Uman_n3l,"2026-08-31 14:40:32",803.1,2,umann3l
3567,16661585,"Fully Liquidated","2026-09-01 01:57:16",802.5,2,kriskilgroe
3568,16756411,"Maximo Uribarri","2026-08-30 06:10:08",802.4,2,maximouribarri
3569,16685069,derek_kuang0213,"2026-08-22 10:33:21",801.4,2,derekkuang0213
3570,16780969,"Ewa Suknarowska","2026-08-30 15:53:25",799.9,2,ewasuknarowska
3571,16671217,"Akshay V","2026-08-21 04:01:22",799.7,2,akshayv1001
3572,16726093,CocoTeam,"2026-08-18 14:22:45",799.5,2,"albaasca,ceemeese"
3573,16659125,"Meet Parekh","2026-08-19 10:31:09",799.4,2,meetparekh1
3574,16763977,"Jong Park","2026-08-26 09:21:40",799.2,2,papercat318
3575,16718202,"Abhi Kumar Agrawal","2026-08-18 09:52:24",799.2,2,abhikumaragrawal
3576,16728204,Meshwa,"2026-09-01 19:57:38",799.0,2,meshwapatel4287
3577,16632266,"(ノ◡ <)","2026-08-17 05:00:19",798.9,2,nawfeelrahman1124444
3578,16623932,"Axel Ahmer","2026-09-01 14:13:12",798.6,2,blondie1
3579,16770154,Florian,"2026-09-02 17:16:37",797.9,2,ftusek
3580,16713877,FunnyBishop,"2026-08-16 03:19:24",797.8,2,funnybishop
3581,16665816,Vikas1306,"2026-08-10 05:53:19",797.2,2,vikas1306
3582,16636725,shichi,"2026-08-11 12:47:35",797.1,2,shichi
3583,16708369,JairSanchez151270,"2026-08-11 16:30:55",796.9,2,jairsanchez151270
3584,16795844,Azamaro,"2026-09-02 14:07:03",796.8,2,azamaro
3585,16663403,"Matthew Huang","2026-08-16 23:25:45",796.2,2,matthewwh
3586,16796682,LK30,"2026-09-02 00:01:20",796.0,2,louisklasing
3587,16688429,"Omrani Rabah","2026-08-11 22:19:21",795.9,2,omranirabah
3588,16735539,"Joe Muller","2026-08-23 00:37:35",795.7,2,joemuller
3589,16718539,"Divyansh Agrawal","2026-08-14 06:58:46",795.7,2,spartan1925
3590,16667880,BONPU👨‍🌾,"2026-08-12 04:59:48",795.6,2,"shin9915,syamoji141chan"
3591,16623616,nasubiman,"2026-08-01 16:20:44",795.5,2,yousukenakamura
3592,16635612,Julian,"2026-08-27 01:59:41",794.5,2,mob404
3593,16679144,つるげーねふ,"2026-09-02 09:04:47",794.3,2,atom7666
3594,16662486,"KOTHAPALLI DILEEP","2026-08-10 12:06:14",793.6,2,kothapallidileep
3595,16767802,"Luis Fernando Faria","2026-08-31 20:57:29",792.9,2,luisfernandofaria
3596,16725150,"Nicolae Drabcinski","2026-09-01 11:45:51",792.8,2,nickdrabcinski
3597,16658365,"Hoo Woo","2026-09-01 03:46:14",792.5,2,hoowoo
3598,16688929,"Kangqiao LIU","2026-08-18 07:44:55",792.4,2,kangqiaoliu
3599,16724522,"stathis maurog","2026-08-26 07:01:48",792.3,2,stathismaurog
3600,16712567,PatWid,"2026-08-18 17:17:20",791.8,2,patwid
3601,16623645,"ayutin tin","2026-08-14 07:48:31",791.5,2,ayutintin
3602,16698366,Fateyongheng,"2026-08-17 15:08:58",791.5,2,fateyongheng
3603,16635872,"Evgeniya Dmitrieva","2026-08-01 11:48:30",791.1,1,evgeniyadm
3604,16715251,SoraGinko,"2026-08-28 18:52:17",790.2,2,terrywuu
3605,16668868,tawashi,"2026-08-13 06:51:45",790.1,2,tawashi
3606,16694269,Aftxb,"2026-08-11 14:58:08",788.9,2,aftxb07
3607,16667874,Vidushiii,"2026-08-10 12:25:42",788.9,2,vidushianand09
3608,16659174,Soulwood,"2026-08-29 08:37:00",788.8,2,soulwood
3609,16638667,"Sarvesh Nikas","2026-08-13 06:50:00",787.7,2,sarveshnikas
3610,16657775,"Raagav Anand","2026-08-27 09:40:44",787.6,2,raagavanand
3611,16655744,"Ademola Arigbabuwo","2026-08-31 00:48:33",787.6,2,princedemo
3612,16705318,arminhej96,"2026-09-02 15:06:44",787.4,2,arminhej96
3613,16668168,"Ashutosh Ghodasara","2026-08-10 12:23:21",787.3,2,"asce09,attiraina,hashlord"
3614,16639645,RamenBoy,"2026-09-01 01:15:34",787.3,2,ramenboyjapan
3615,16624026,"Russell Kirk","2026-08-31 09:42:28",786.8,2,russcore
3616,16632950,"Adil Khabibullin","2026-08-04 15:54:11",786.7,2,adilkhabibullin
3617,16666391,"Harshpreet Singh","2026-08-06 10:32:51",786.5,2,harshpreet931
3618,16697844,Noobykiller16,"2026-08-15 06:08:27",786.1,2,noobykiller16
3619,16676308,DC,"2026-08-19 17:34:02",785.9,2,choudahchiun
3620,16723241,TrinhDung16,"2026-08-15 16:23:32",785.3,2,trinhdung16
3621,16642662,CdeTilly,"2026-08-08 08:26:37",784.5,2,cdetilly
3622,16716300,"Julian Kerignard","2026-09-01 14:54:34",784.0,2,juliankerignard
3623,16658050,"changwei shi","2026-08-18 02:45:47",783.5,2,changweishi
3624,16732690,なーでぃー牧場,"2026-09-02 20:03:50",782.7,2,nadyresearcher
3625,16731832,jackee777,"2026-08-31 18:06:59",782.2,2,jackee777
3626,16738994,"Hem Viramgama","2026-08-21 00:34:48",781.9,2,hemviramgama
3627,16758298,"Jack p","2026-08-30 07:36:22",781.9,2,jtv199
3628,16634493,xixi,"2026-08-01 09:51:45",781.8,2,huangcarry26
3629,16710621,(´･_･`),"2026-08-16 07:14:53",781.7,2,tanakh
3630,16739640,TeamBanzaiSL,"2026-08-27 17:13:26",781.5,2,teambanzaisl
3631,16719065,"Aldo Rizona","2026-08-17 15:32:26",781.4,2,aldorizona
3632,16759443,"Ayman machhidan","2026-09-02 22:04:03",781.4,2,aymanmachhidan
3633,16663584,"Deployable LLMs","2026-09-03 02:29:28",781.2,2,"lucasveronese,planetoidleser,sinhakprat"
3634,16639223,"SIDHAARTH SHREE","2026-08-19 15:03:55",780.6,2,sidhaarthshree
3635,16662749,Jordan,"2026-09-02 04:07:33",780.5,2,extergeist
3636,16705345,"DEMON JI","2026-08-14 15:02:11",780.5,2,demonji04
3637,16690852,"Naveen Venu Bagadi","2026-08-30 04:38:13",780.3,2,naveenvenubagadi
3638,16758905,"Iwa Iwa","2026-09-02 15:52:45",779.6,1,iwaiwa
3639,16767709,"Mike Anderson","2026-09-02 22:00:38",779.6,2,manderson240
3640,16694779,JacobKooi,"2026-08-10 09:16:35",779.5,2,jacobkooi
3641,16662375,"Yunusa Hussein Adeiza","2026-08-14 22:12:49",779.2,2,yunusahusseinadeiza
3642,16666452,"victor souza","2026-08-09 17:07:51",779.1,2,victorcaio
3643,16658452,"The Croptimiser","2026-08-06 05:07:52",779.1,1,driessmit1
3644,16639492,"Vishnu R Mohan","2026-08-08 20:36:19",777.5,2,vishnurmohan
3645,16662568,RaghavMundhra1,"2026-08-24 00:36:28",777.3,2,raghavmundhra1
3646,16790660,suk1yak1,"2026-09-02 15:24:35",777.2,2,suk1yak1
3647,16698007,"Juanma Serrano","2026-08-23 15:49:31",777.0,2,juanmaserrano
3648,16684710,"Pratik Singh","2026-08-11 11:34:48",776.8,2,pratikks11
3649,16687788,skalermo,"2026-08-26 15:57:41",776.3,2,skalermo
3650,16717787,Bull,"2026-09-03 04:43:36",775.9,2,welshonionman
3651,16664024,"Juan David Bolanos","2026-08-13 17:06:00",775.5,2,juandavidbolanos
3652,16664149,"Bushel Seed","2026-08-12 17:10:56",775.5,2,"dmyung,nicholasmschwartz"
3653,16672629,"Alex Boyd","2026-08-25 17:25:08",775.2,2,alexrayboyd
3654,16809277,"Shuntaro Tanaka","2026-09-03 04:55:08",774.9,2,shuntarotanaka
3655,16630741,mrk,"2026-08-05 09:49:44",774.9,2,matsubaratakuji
3656,16633923,JackyFan123,"2026-08-01 15:22:04",774.8,2,jackyfan123
3657,16750175,"Quentin Pr","2026-08-27 18:08:14",774.6,2,quentinpr
3658,16631090,yoikoarmor,"2026-08-09 07:01:44",774.5,2,yoikoarmor
3659,16743546,"Simon Dorcas","2026-08-19 15:14:36",774.4,1,simondorcas
3660,16659465,AravindLochan,"2026-08-17 10:29:21",774.2,2,aravindlochan
3661,16649344,BeyondAnalytics,"2026-08-28 12:00:36",773.9,2,radumarinion
3662,16736265,"Marko Rupnik","2026-09-02 16:29:45",773.2,2,markorupnik
3663,16658602,aldoktvns,"2026-08-04 15:51:08",773.2,2,alrette
3664,16728114,yu9824,"2026-09-03 03:49:04",773.0,2,yu9824
3665,16756062,"Thomas #2","2026-09-02 22:19:49",772.9,2,tommurakami
3666,16743617,Dancing_Chaos,"2026-08-31 15:42:35",772.9,2,"bailynlove4ever,ripplecddc"
3667,16657547,"Pranav Thota","2026-09-03 05:37:01",772.7,2,pranavthota
3668,16627148,"Rogovik Makar","2026-09-01 18:00:18",772.5,2,makarrogovik
3669,16675475,"Andrey Aristov","2026-08-10 22:02:24",772.3,2,andreyaristov
3670,16667762,KucingGanteng,"2026-08-20 12:49:29",772.1,2,dhiyaussalam
3671,16679295,Mk26,"2026-09-02 06:50:31",771.4,2,"manishk26,mans31"
3672,16664828,Leon,"2026-08-09 09:00:09",771.2,2,leonmyl
3673,16665984,hepialidae,"2026-08-10 16:05:19",771.0,2,hepialidae
3674,16663784,Aniketh2k7,"2026-08-10 06:02:02",770.9,2,aniketh2k7
3675,16656274,googunmo,"2026-08-08 01:13:58",770.7,2,googunmo
3676,16789903,"Netanel Keidar","2026-09-03 01:30:35",770.2,2,netanelkeidar
3677,16786485,"Sam Jenkins","2026-09-01 03:50:16",770.1,2,samjenkinsuk
3678,16623128,AdamJonesJohnson,"2026-08-23 11:53:03",770.0,2,adamjonesjohnson
3679,16755681,nic001,"2026-08-28 08:06:19",769.2,2,mimamura
3680,16679079,"cedric stephan ","2026-08-25 20:39:15",769.1,2,cedricstephan
3681,16811210,"Matt Dowis","2026-09-03 00:11:01",768.8,2,mattdowis
3682,16704589,"Lobato MBA IA Big Data","2026-09-03 00:51:17",767.9,2,lobatombaiabigdata
3683,16655142,"Stanislav Kuznetsov","2026-08-31 12:24:17",767.8,2,drtduck
3684,16687883,CherylStoned,"2026-08-11 22:53:28",767.6,2,cherylstoned
3685,16665942,"Satvik R Shetty","2026-08-09 03:59:52",767.6,2,satvikrshetty
3686,16809249,Moro,"2026-09-03 00:34:46",767.0,2,moromoromoro
3687,16630519,"Mehmet Özer","2026-08-01 16:51:55",766.9,2,ozermehmet
3688,16798268,KAEOS,"2026-09-01 23:09:15",766.7,2,hitesh221
3689,16741188,"Adarsh Samanu","2026-08-20 00:01:33",766.4,2,adarshsamanu
3690,16635796,MugaBros,"2026-08-04 05:27:02",766.2,2,"drrocktotpalkonwarh,monjyotid"
3691,16662050,HandsOffMyBigMelons,"2026-08-13 22:00:12",765.6,2,scrattle
3692,16633341,Hak,"2026-09-02 10:35:53",765.2,2,hakdevelopment
3693,16802675,manishcs076,"2026-09-02 16:48:18",764.7,1,manishcs076
3694,16658272,"Yash Katiyar","2026-08-08 20:17:05",764.6,2,yashkatiyar409
3695,16695822,"Ahmad Elawady","2026-08-18 20:06:59",764.5,2,aielawady
3696,16729859,wintermute,"2026-09-02 19:15:07",764.0,2,siraev
3697,16708189,Facouse,"2026-08-11 16:09:17",764.0,2,facouse
3698,16668021,"bali rasem","2026-08-07 16:15:13",763.9,2,balirasem
3699,16759162,sgsuh,"2026-08-30 11:47:26",763.8,2,seukgyo
3700,16697185,"Prince Special","2026-09-02 23:59:17",763.7,2,temitayogbolahan
3701,16672095,"Friaseus ","2026-09-02 20:52:30",763.2,2,friaseus
3702,16655340,LGarcia10,"2026-08-17 13:17:31",763.0,2,leonardogarcia10
3703,16712751,haruo_tensai,"2026-09-03 05:46:53",762.9,2,haruotensai
3704,16668361,NinhNguyen,"2026-09-03 00:00:41",762.9,2,ninhnt110695
3705,16702270,"Jonas Jaku","2026-08-12 09:44:36",762.6,2,jonasjaku
3706,16793626,"KO LIH HAN","2026-09-03 02:19:49",762.5,2,kolihhan
3707,16741892,astro,"2026-08-20 20:49:49",762.3,2,mayursamrutwar
